sl_no,date,source_of_leads,department,alloted_person,contact_no,customer_name,customer_business_name,business_type,latitude,longitude,city,work_requirement,year,month,phone_valid,is_duplicate_lead,stage_clean_norm,final_lead_stage,Revenue
406,2025-06-07,WhatsApp,Renovation,Priya M,9604189314,Sreelatha Kumar,Rajan Properties,Architect Referral,9.52232713922523,76.3041144500084,Alappuzha,Commercial Space,2025,6,True,False,Won,Follow-up,0
407,2025-06-09,Website,Office Interiors,Suresh L,9718411775,Divya George,,Builder,8.476619909482107,76.95941164373362,Thiruvananthapuram,Commercial Space,2025,6,True,False,Won,Lost,0
408,2025-06-12,Instagram,Commercial,Rahul S,9473736122,Priya Varma,,Architect Referral,11.036483185554317,76.08112514100996,Malappuram,False Ceiling,2025,6,True,False,Site Visit,Follow-up,437867
409,2025-06-14,Website,Office Interiors,Vijay R,9475725131,Asif Das,Santhosh Developers,Corporate,8.552121264853564,76.95972505893474,Thiruvananthapuram,Office Cabin,2025,6,True,False,Lost,Won,378477
410,2025-06-16,Facebook,Commercial,Suresh L,9343889328,Nisha Iyer,Sreelatha Interiors,Small Business,11.88088929210554,75.39737466228571,Kannur,Office Cabin,2025,6,True,False,Site Visit,Lost,0
411,2025-06-18,Facebook,Commercial,Meera T,9508540958,Lakshmi Namboothiri,,Architect Referral,10.762816243251086,76.70234103676847,Palakkad,Traditional Living Room,2025,6,True,False,Won,Won,549755
412,2025-06-20,Walk-in,Residential,Priya M,9414491228,Anjali Menon,Rajesh Properties,Corporate,9.611095311934305,76.52955632800267,Kottayam,Bathroom Renovation,2025,6,True,True,Lost,Design Phase,0
413,2025-06-23,Instagram,Modular Kitchen,Rahul S,9297252350,Gopal Varma,,Architect Referral,11.881239094415607,75.35456411126907,Kannur,Bedroom Design,2025,6,False,False,Follow-up,Follow-up,0
414,2025-06-25,Walk-in,Residential,Priya M,9476450884,Anoop Das,,Builder,11.288424360945639,75.79524645569002,Kozhikode,Modular Wardrobe,2025,6,True,False,Design Phase,Negotiation,0
415,2025-06-27,WhatsApp,Residential,Meera T,9852148157,Divya Thomas,,Builder,10.551102518618983,76.17124407092426,Thrissur,Bedroom Design,2025,6,True,False,Design Phase,Lost,0
416,2025-06-29,WhatsApp,Office Interiors,Divya N,9842018392,Manoj Iyer,Deepa LLP,Builder,11.885510792203624,75.41013973183216,Kannur,Commercial Space,2025,6,True,False,Won,Won,2274344
417,2025-07-01,JustDial,Residential,Divya N,9208393598,Rekha Das,,Builder,11.049817767531081,76.03303810113383,Malappuram,Traditional Living Room,2025,7,True,False,Lost,Design Phase,0
418,2025-07-04,Instagram,Residential,Suresh L,9111364638,Sabu Panicker,,Individual,11.014318212566753,76.05388428378858,Malappuram,Full Home Interior,2025,7,True,False,Won,Lost,0
419,2025-07-06,Facebook,Residential,Meera T,9186217428,Priya Thomas,Deepa Developers,Corporate,11.850633301788537,75.40197453806262,Kannur,Modular Wardrobe,2025,7,True,False,Follow-up,Lost,0
420,2025-07-08,Referral,Renovation,Sneha B,9632884217,Rajan Kurup,Priya Builders,Corporate,9.490009947291709,76.34853123783307,Alappuzha,Bedroom Design,2025,7,True,False,Follow-up,Negotiation,0
421,2025-07-10,Instagram,Commercial,Sneha B,9194287443,Meera George,,Builder,10.53752992870064,76.20376355202774,Thrissur,Full Home Interior,2025,7,True,False,Quotation Sent,Won,2472651
422,2025-07-12,Referral,Commercial,Suresh L,9481964670,Gopal Joseph,,Individual,11.260170785521531,75.7777435659375,Kozhikode,Modular Wardrobe,2025,7,True,False,Design Phase,Site Visit,0
423,2025-07-15,Website,Office Interiors,Arun K,9156896917,Priya Patel,,Builder,11.853318452595952,75.40585473932022,Kannur,Bedroom Design,2025,7,True,False,Lost,Follow-up,0
424,2025-07-17,Website,Office Interiors,Priya M,9107199107,Arun Krishnan,,Individual,9.448746435778972,76.322800438606,Alappuzha,False Ceiling,2025,7,True,False,Follow-up,Won,288826
425,2025-07-19,Instagram,Residential,Priya M,9102806284,Santhosh Kumar,Manoj Builders,Builder,11.050623922190082,76.10806496848122,Malappuram,Commercial Space,2025,7,True,False,Quotation Sent,Won,1767354
426,2025-07-21,Google Ads,Modular Kitchen,Divya N,9630333228,Abdul Patel,,Small Business,11.029562598856224,76.02991344309767,Malappuram,Modern Kitchen,2025,7,True,False,Site Visit,Won,800782
427,2025-07-23,Instagram,Office Interiors,Sneha B,9618269566,Deepa Patel,,Small Business,10.810160830071053,76.68247984372086,Palakkad,Modular Wardrobe,2025,7,True,False,Won,Quotation Sent,241391
428,2025-07-26,Google Ads,Modular Kitchen,Anjali D,9530705577,Lakshmi Hassan,Priya Enterprises,Architect Referral,11.826894626527048,75.40515476330548,Kannur,Commercial Space,2025,7,False,False,Lost,Negotiation,196256
429,2025-07-28,JustDial,Residential,Rahul S,9282943345,Sabu Kurup,Fathima Builders,Builder,10.53608278113058,76.18258176528373,Thrissur,Pooja Room,2025,7,True,False,Lost,Won,1868182
430,2025-07-30,Facebook,Office Interiors,Rahul S,9329842864,Deepa Pillai,,Corporate,9.975347423750607,76.26033465323722,Kochi,Bathroom Renovation,2025,7,True,False,Won,Won,222905
431,2025-08-01,Google Ads,Commercial,Rahul S,9646873619,Rekha Menon,,Architect Referral,10.49504092671115,76.18094997746637,Thrissur,Traditional Living Room,2025,8,True,False,Won,Negotiation,0
432,2025-08-03,Google Ads,Residential,Divya N,9643443443,Manoj Abraham,Manoj Group,Small Business,11.04816494907506,76.09176041289942,Malappuram,Pooja Room,2025,8,True,False,Won,Follow-up,28402
433,2025-08-05,Website,Commercial,Meera T,9101141452,Suma Varma,Sabu LLP,Builder,11.010142199181715,76.07463477680616,Malappuram,Full Home Interior,2025,8,True,False,Negotiation,Lost,0
434,2025-08-08,Website,Residential,Ajith P,9753043637,Suma Nair,Rekha Interiors,Architect Referral,8.536668191226136,76.95013233467083,Thiruvananthapuram,Modular Wardrobe,2025,8,True,True,Lost,Lost,0
435,2025-08-10,Facebook,Residential,Sneha B,9166014115,Divya Kumar,,Builder,11.056053168059623,76.04074869669562,Malappuram,Traditional Living Room,2025,8,True,False,Won,Won,87180
436,2025-08-12,Google Ads,Office Interiors,Sneha B,9994743008,Thomas Warrier,,Small Business,11.249536552421285,75.75157458620524,Kozhikode,Traditional Living Room,2025,8,True,False,Won,Negotiation,0
437,2025-08-14,Instagram,Residential,Anjali D,9333377664,Abdul Pillai,,Architect Referral,8.895337702147375,76.56824973255098,Kollam,Pooja Room,2025,8,True,False,Site Visit,Design Phase,0
438,2025-08-16,Facebook,Commercial,Priya M,9534733966,Shyamala Patel,Suma Associates,Small Business,11.9141574658469,75.35260675351958,Kannur,Pooja Room,2025,8,True,False,Quotation Sent,Won,1225711
439,2025-08-19,Website,Commercial,Arun K,9956868812,Gopal George,,Individual,10.497229430231107,76.22037446613336,Thrissur,Modern Kitchen,2025,8,True,False,Follow-up,Follow-up,164195
440,2025-08-21,Referral,Residential,Suresh L,9502767120,Asif Menon,Manoj Constructions,Small Business,8.845456451170534,76.64989349139972,Kollam,Bedroom Design,2025,8,True,True,Lost,Lost,0
441,2025-08-23,Instagram,Renovation,Priya M,9288759959,Vijay Menon,Vijay Builders,Builder,9.53426648846991,76.35549274474587,Alappuzha,Modular Wardrobe,2025,8,False,False,Design Phase,Lost,0
442,2025-08-25,Facebook,Residential,Meera T,9833321201,Santhosh Namboothiri,Thankam Associates,Corporate,9.938911708238791,76.26083963233998,Kochi,Commercial Space,2025,8,True,False,Won,Won,647726
443,2025-08-27,YouTube,Residential,Suresh L,9952563674,Vijay Panicker,Sreelatha Developers,Small Business,11.297865845546186,75.8257120114394,Kozhikode,Office Cabin,2025,8,True,False,Won,Quotation Sent,121491
444,2025-08-30,Instagram,Residential,Sneha B,9272052588,Gopal Nair,Manoj Enterprises,Corporate,10.537294522341316,76.23632452005758,Thrissur,Modular Wardrobe,2025,8,True,False,Lost,Follow-up,0
445,2025-09-01,Website,Residential,Meera T,9936082966,Anoop Patel,Anoop Enterprises,Individual,8.92421610899597,76.65711652028625,Kollam,Modular Wardrobe,2025,9,True,False,Won,Follow-up,0
446,2025-09-03,Google Ads,Residential,Suresh L,9278073261,Deepa Iyer,Rajan Builders,Architect Referral,9.924167336335515,76.27005879732722,Kochi,Modular Wardrobe,2025,9,False,False,Lost,Lost,0
447,2025-09-05,Referral,Modular Kitchen,Anjali D,9572195399,Anoop Kurup,,Architect Referral,8.549085993128827,76.91249042747931,Thiruvananthapuram,Traditional Living Room,2025,9,True,False,Quotation Sent,Won,1931986
448,2025-09-07,Google Ads,Renovation,Anjali D,9991381511,Mohammed Pillai,Shyamala Builders,Corporate,11.300104146688986,75.73568266863647,Kozhikode,Full Home Interior,2025,9,True,False,Negotiation,Won,1039924
449,2025-09-10,Referral,Residential,Vijay R,9849568314,Nisha Varma,,Architect Referral,11.266012296372221,75.80300848514838,Kozhikode,Traditional Living Room,2025,9,True,False,Lost,Negotiation,389989
450,2025-09-12,IndiaMART,Modular Kitchen,Ajith P,9253814126,Kavitha Thomas,Suma Enterprises,Small Business,8.492178515056239,76.89873029980055,Thiruvananthapuram,Full Home Interior,2025,9,True,False,Design Phase,Won,1153248
451,2025-09-14,Instagram,Modular Kitchen,Anjali D,9780471226,Abdul Das,Babu Homes,Corporate,11.851379761503019,75.3506775128272,Kannur,Pooja Room,2025,9,False,False,Won,Negotiation,71821
452,2025-09-16,Google Ads,Office Interiors,Sneha B,9486323212,Priya Thomas,Rekha Properties,Builder,8.49396445768974,76.93984709078839,Thiruvananthapuram,Office Cabin,2025,9,True,True,Won,Lost,0
453,2025-09-18,Google Ads,Commercial,Arun K,9127639012,Abdul Varma,,Small Business,11.233485702759575,75.78684165877797,Kozhikode,Traditional Living Room,2025,9,True,False,Follow-up,Lost,0
454,2025-09-21,Instagram,Residential,Rahul S,9196706715,Kavitha Hassan,,Small Business,11.239441544935104,75.79045831969871,Kozhikode,Full Home Interior,2025,9,True,False,Negotiation,Follow-up,79224
455,2025-09-23,Google Ads,Residential,Vijay R,9145422040,Babu Hassan,Anoop Associates,Small Business,8.89871337867532,76.58072553303496,Kollam,Traditional Living Room,2025,9,True,False,Won,Lost,0
456,2025-09-25,Google Ads,Modular Kitchen,Rahul S,9969680828,Meera Hassan,,Builder,11.059799162946383,76.05907374048216,Malappuram,Bathroom Renovation,2025,9,True,False,Lost,Won,1079922
457,2025-09-27,Walk-in,Office Interiors,Ajith P,9763538959,Thomas Thomas,Fathima Developers,Individual,9.923849974724186,76.2790194227117,Kochi,Traditional Living Room,2025,9,True,False,Negotiation,Lost,0
458,2025-09-29,Instagram,Residential,Suresh L,9595010678,Thankam Khan,,Architect Referral,8.535642077982084,76.98358188646338,Thiruvananthapuram,Office Cabin,2025,9,True,False,Negotiation,Negotiation,0
459,2025-10-02,Facebook,Commercial,Divya N,9144772085,Suma Krishnan,Arun Interiors,Corporate,9.889357492561137,76.29006311376997,Kochi,Office Cabin,2025,10,True,False,Negotiation,Negotiation,0
460,2025-10-04,JustDial,Renovation,Anjali D,9873030609,Deepa Hassan,,Individual,8.482878823705816,76.97886037570939,Thiruvananthapuram,Full Home Interior,2025,10,True,False,Lost,Lost,0
461,2025-10-06,Google Ads,Office Interiors,Arun K,9155500286,Manoj Varma,Meera Builders,Corporate,9.465282946035767,76.36502120583143,Alappuzha,Full Home Interior,2025,10,True,False,Won,Follow-up,395921
462,2025-10-08,IndiaMART,Renovation,Ajith P,9516228240,Rekha Khan,,Architect Referral,11.260607749804036,75.78957169688924,Kozhikode,Pooja Room,2025,10,True,False,Lost,Won,1868222
463,2025-10-10,Facebook,Office Interiors,Rahul S,9976530973,Anjali Panicker,Sreelatha Constructions,Builder,11.022399467869832,76.04030233691364,Malappuram,Office Cabin,2025,10,False,False,Won,Won,1266383
464,2025-10-13,JustDial,Commercial,Vijay R,9895308044,Anoop Sharma,Priya Group,Small Business,8.871528440349257,76.63076856518924,Kollam,Office Cabin,2025,10,True,False,Design Phase,Won,613506
465,2025-10-15,Referral,Modular Kitchen,Anjali D,9183532383,Anoop Thomas,Vijay Interiors,Small Business,11.041031283617299,76.08343795659599,Malappuram,Modern Kitchen,2025,10,True,False,Follow-up,Quotation Sent,415429
466,2025-10-17,WhatsApp,Modular Kitchen,Sneha B,9640328433,Thomas Namboothiri,Meera LLP,Builder,11.082186612401038,76.08134691704572,Malappuram,Modular Wardrobe,2025,10,True,False,Lost,Won,565729
467,2025-10-19,YouTube,Residential,Anjali D,9735078364,Rajan Abraham,Kavitha Homes,Individual,11.002386213591286,76.07007858679883,Malappuram,False Ceiling,2025,10,True,False,Site Visit,Won,1328342
468,2025-10-21,Facebook,Commercial,Vijay R,9993876461,Meera Khan,,Individual,9.946137882023663,76.27016566039893,Kochi,Traditional Living Room,2025,10,True,False,Follow-up,Won,901112
469,2025-10-23,IndiaMART,Modular Kitchen,Vijay R,9433087837,Rajesh Hassan,Santhosh Group,Corporate,8.54098765310407,76.9200442527118,Thiruvananthapuram,Bedroom Design,2025,10,True,False,Lost,Won,2133805
470,2025-10-26,Instagram,Residential,Divya N,9833186828,Manoj Kurup,Fathima Properties,Builder,9.621465578035663,76.52413126926423,Kottayam,Pooja Room,2025,10,True,False,Site Visit,Negotiation,0
471,2025-10-28,Instagram,Office Interiors,Anjali D,9849040810,Sreelatha Abraham,Anjali Developers,Individual,9.541375293906032,76.30855559056785,Alappuzha,Modular Wardrobe,2025,10,True,True,Quotation Sent,Won,404182
472,2025-10-30,Facebook,Modular Kitchen,Anjali D,9230840532,Santhosh Kurup,Divya Interiors,Builder,10.479613784894928,76.24491743973604,Thrissur,False Ceiling,2025,10,True,False,Negotiation,Won,998494
473,2025-11-01,Referral,Renovation,Divya N,9155376477,Vijay Krishnan,Lakshmi Interiors,Architect Referral,11.016378370551323,76.03967769546988,Malappuram,Modern Kitchen,2025,11,True,True,Won,Negotiation,29515
474,2025-11-03,Google Ads,Residential,Meera T,9978099092,Fathima Panicker,Rekha Properties,Small Business,11.913117129405599,75.32889662898896,Kannur,Bedroom Design,2025,11,False,False,Follow-up,Lost,0
475,2025-11-06,Referral,Residential,Meera T,9295217007,Nisha Sharma,,Small Business,9.927051856218702,76.26092460263573,Kochi,Full Home Interior,2025,11,True,False,Site Visit,Negotiation,0
476,2025-11-08,Referral,Modular Kitchen,Suresh L,9488314678,Thankam Warrier,Rekha Developers,Small Business,8.899659063893347,76.6299307439506,Kollam,Office Cabin,2025,11,True,False,Won,Follow-up,479668
477,2025-11-10,Walk-in,Residential,Meera T,9729644112,Rajesh Pillai,,Builder,10.543902720372314,76.20817168249336,Thrissur,Bathroom Renovation,2025,11,True,False,Won,Won,1624255
478,2025-11-12,WhatsApp,Modular Kitchen,Priya M,9145444007,Nisha Iyer,,Builder,9.609506660449563,76.49987541319513,Kottayam,Pooja Room,2025,11,True,True,Quotation Sent,Negotiation,0
479,2025-11-14,Instagram,Office Interiors,Anjali D,9594475891,Rajesh Hassan,,Corporate,11.91767404033165,75.37621711838905,Kannur,Commercial Space,2025,11,True,False,Won,Won,1402935
480,2025-11-17,Facebook,Residential,Arun K,9830284174,Sreelatha Pillai,,Small Business,9.641294941741167,76.50690023354122,Kottayam,Office Cabin,2025,11,True,False,Site Visit,Follow-up,0
481,2025-11-19,Facebook,Commercial,Anjali D,9789796296,Kavitha George,Gopal Constructions,Corporate,10.549615746093094,76.25768676901266,Thrissur,Bathroom Renovation,2025,11,True,False,Follow-up,Lost,0
482,2025-11-21,Google Ads,Commercial,Priya M,9142322633,Priya Pillai,Babu Properties,Small Business,11.029722120920516,76.11336451396036,Malappuram,False Ceiling,2025,11,True,False,Lost,Won,1765818
483,2025-11-23,Google Ads,Commercial,Priya M,9201158251,Suresh Patel,,Corporate,11.912475240229433,75.37063718199721,Kannur,Full Home Interior,2025,11,True,False,Won,Negotiation,385286
484,2025-11-25,Facebook,Renovation,Rahul S,9105478878,Deepa Thomas,Manoj Interiors,Corporate,9.546522091454076,76.50498839940182,Kottayam,Bedroom Design,2025,11,True,False,Site Visit,Quotation Sent,378350
485,2025-11-28,Facebook,Office Interiors,Anjali D,9630002484,Rajesh Abraham,Thankam Developers,Architect Referral,8.86630808528745,76.63781324139566,Kollam,False Ceiling,2025,11,True,False,Lost,Design Phase,0
486,2025-11-30,IndiaMART,Modular Kitchen,Ajith P,9315792086,Suma Hassan,Nisha Properties,Corporate,8.563838571746372,76.89027129434831,Thiruvananthapuram,Office Cabin,2025,11,True,False,Follow-up,Negotiation,52679
487,2025-12-02,Referral,Modular Kitchen,Priya M,9642550399,Lakshmi George,,Builder,11.234419151443936,75.77787690060437,Kozhikode,Office Cabin,2025,12,True,False,Negotiation,Lost,0
488,2025-12-04,Facebook,Commercial,Arun K,9249943987,Nisha Nair,Gopal Properties,Corporate,8.496165105962175,76.92023233942703,Thiruvananthapuram,Bedroom Design,2025,12,True,True,Negotiation,Won,2147951
489,2025-12-06,Referral,Renovation,Divya N,9222280861,Fathima George,,Small Business,10.491412529314024,76.25645358851025,Thrissur,Commercial Space,2025,12,True,False,Design Phase,Won,1416379
490,2025-12-09,Google Ads,Modular Kitchen,Suresh L,9319730336,Meera Thomas,,Corporate,9.967111175764693,76.21850030272728,Kochi,Bathroom Renovation,2025,12,True,False,Follow-up,Follow-up,497625
491,2025-12-11,Instagram,Modular Kitchen,Rahul S,9542304312,Thankam Menon,Anjali Associates,Individual,11.25880582591911,75.78568148757184,Kozhikode,False Ceiling,2025,12,False,False,Lost,Lost,0
492,2025-12-13,Website,Office Interiors,Divya N,9908220979,Manoj Pillai,Abdul Interiors,Small Business,9.515589320305416,76.36286635810667,Alappuzha,Full Home Interior,2025,12,True,False,Design Phase,Quotation Sent,24481
493,2025-12-15,Referral,Residential,Rahul S,9866151304,Meera Menon,,Individual,8.867106638407503,76.6126017987524,Kollam,Office Cabin,2025,12,True,False,Negotiation,Lost,0
494,2025-12-17,Instagram,Office Interiors,Arun K,9483026869,Thankam George,Arun Builders,Small Business,9.523904042101123,76.29734030301628,Alappuzha,False Ceiling,2025,12,True,False,Lost,Lost,0
495,2025-12-20,YouTube,Residential,Vijay R,9790113536,Rajan Sharma,Gopal Group,Builder,11.90050055449621,75.4176461390028,Kannur,Commercial Space,2025,12,True,True,Won,Lost,0
496,2025-12-22,JustDial,Residential,Anjali D,9297600299,Mohammed Kurup,Rajan Homes,Builder,11.240059802490832,75.7822010431376,Kozhikode,False Ceiling,2025,12,True,False,Quotation Sent,Quotation Sent,0
497,2025-12-24,Website,Residential,Sneha B,9207252450,Sreelatha Warrier,Lakshmi Interiors,Builder,9.489168263301028,76.3502186244319,Alappuzha,Bedroom Design,2025,12,True,False,Lost,Negotiation,133014
498,2025-12-26,Referral,Renovation,Ajith P,9116037706,Babu Hassan,Sabu Enterprises,Individual,9.469069027743021,76.31246097827076,Alappuzha,Full Home Interior,2025,12,False,False,Negotiation,Negotiation,424983
499,2025-12-28,Website,Office Interiors,Divya N,9954864993,Babu Thomas,Smitha Constructions,Architect Referral,9.63925610233229,76.52054980851068,Kottayam,Modern Kitchen,2025,12,True,False,Follow-up,Lost,0
500,2025-12-31,Facebook,Modular Kitchen,Anjali D,9469397535,Anoop Khan,Fathima Associates,Small Business,8.538660257705843,76.92951494919583,Thiruvananthapuram,Bedroom Design,2025,12,True,False,Won,Site Visit,0
